conceptual_clarity_level,attention_span_category,retention_strength,problem_solving_speed_sec,error_pattern,growth_slope,response_to_feedback,revisions_per_week,days_between_revisions,method_of_revision,question_asking_nature,self_assessment_accuracy,exploration_tendency,teacher_relationship_quality,peer_learning_behavior,communication_clarity,discussion_engagement,test_anxiety_level,resilience_after_failure,motivation_intrinsic_vs_extrinsic,achievement_orientation,emotional_self_awareness,device_access_type,preferred_edtech_apps,digital_distraction_level,input_method_preference,highest_academic_level,study_space_quality,academic_pressure_at_home,family_responsibilities_hrs,support_system_strength,content_type_preference,knowledge_graph_nodes_covered,ongoing_concept,metacognitive_skill_level,next_section,difficulty,board_exam_importance,olympiad_importance,avg_study_time_min,interest_evoking,curiosity_evoking,critical_reasoning_needed,inquiry_learning_scope,example_availability
4,2,76.0,280,conceptual,0.32,4,2,3,"['active_recall', 'practice_tests', 'summarization']",3,5.0,3,4,2,4,3,2,4,0.76,2,4,2,"['khanacademy', 'youtube', 'wikipedia']",3,typing,bachelor,4,3,1,3,"['video', 'simulation']",['Sundial'],Water Clock,3,MCQs,3,4,2,3,4,3,3,3,4
2,1,47.0,530,careless,-0.08,1,0,14,['flashcards'],1,-33.0,1,1,1,1,1,5,1,0.06,1,1,0,['quizlet'],5,writing,primary_school,1,5,7,1,['video'],[],Sundial,1,Intuition,1,1,1,1,1,1,1,1,1
3,2,64.0,360,calculation,0.21,3,1,5,"['spaced_repetition', 'practice_tests', 'summarization']",2,-6.0,2,3,2,3,2,3,3,0.53,2,3,2,"['youtube', 'wolframalpha']",4,writing,high_school,3,2,2,3,"['simulation', 'gamified']",['Sundial'],Water Clock,2,Real-Life Application,2,3,2,3,4,3,2,2,3
3,2,64.0,350,calculation,0.2,3,1,5,"['spaced_repetition', 'practice_tests']",2,-5.0,2,3,2,3,2,3,3,0.55,2,3,2,"['youtube', 'wolframalpha']",4,writing,high_school,3,2,2,3,"['simulation', 'gamified']",['Sundial'],Water Clock,2,Intuition,2,3,2,3,4,3,2,2,3
4,3,86.0,240,conceptual,0.41,4,2,3,"['active_recall', 'practice_tests', 'summarization']",3,7.5,4,4,3,4,4,2,4,0.83,3,4,2,"['khanacademy', 'wikipedia', 'brilliant']",2,typing,bachelor,4,2,0,3,"['simulation', 'gamified']","['Sundial', 'Water Clock']",Hourglass,4,Explanation (with analogies),4,5,3,4,4,3,3,3,4
1,1,30.0,595,careless,-0.13,1,0,14,['flashcards'],1,-35.0,1,1,1,1,1,5,1,0.03,1,1,0,['quizlet'],5,writing,primary_school,1,5,10,1,['video'],[],Sundial,1,What-if Scenarios,1,1,1,1,1,1,1,1,1
2,1,42.0,550,careless,-0.07,1,0,14,['flashcards'],1,-33.0,1,1,1,1,1,5,1,0.06,1,1,0,['quizlet'],5,writing,primary_school,1,5,7,1,['video'],[],Sundial,1,Intuition,1,1,1,1,1,1,1,1,1
4,2,77.0,310,conceptual,0.32,4,2,4,"['active_recall', 'practice_tests', 'summarization']",3,5.0,3,4,2,4,3,2,4,0.77,2,4,2,"['khanacademy', 'youtube', 'brilliant']",3,typing,bachelor,4,3,1,3,"['video', 'simulation']",['Sundial'],Water Clock,3,"Details (facts, sub-concepts)",3,4,2,3,4,3,3,3,4
3,2,72.0,340,calculation,0.27,3,1,6,"['spaced_repetition', 'practice_tests', 'summarization']",2,-2.0,3,3,2,3,2,3,3,0.62,2,3,2,"['youtube', 'wolframalpha']",4,writing,high_school,3,2,2,3,"['simulation', 'gamified']",['Sundial'],Water Clock,2,Concept Definition,3,4,2,3,4,3,2,2,3
1,1,33.0,585,careless,-0.12,1,0,14,['flashcards'],1,-34.0,1,1,1,1,1,5,1,0.06,1,1,0,['quizlet'],5,writing,primary_school,1,5,7,1,['video'],[],Sundial,1,Working,1,1,1,1,1,1,1,1,1
2,1,46.0,540,careless,-0.1,1,0,14,['flashcards'],1,-33.0,1,1,1,1,1,5,1,0.06,1,1,0,['quizlet'],5,writing,primary_school,1,5,9,1,['video'],[],Sundial,1,Concept Definition,1,1,1,1,1,1,1,1,1
4,2,76.0,310,conceptual,0.31,4,2,4,"['active_recall', 'practice_tests', 'summarization']",3,4.5,3,4,2,4,3,2,4,0.74,2,4,2,"['khanacademy', 'youtube', 'wikipedia']",3,typing,bachelor,4,3,1,3,"['video', 'simulation']",['Sundial'],Water Clock,3,Explanation (with analogies),3,4,2,3,4,3,3,3,4
2,1,35.0,570,careless,-0.12,1,0,14,['flashcards'],1,-34.0,1,1,1,1,1,5,1,0.06,1,1,0,['quizlet'],5,writing,primary_school,1,5,9,1,['video'],[],Sundial,1,Working,1,1,1,1,1,1,1,1,1
2,1,41.0,565,careless,-0.08,1,0,14,['flashcards'],1,-33.0,1,1,1,1,1,5,1,0.06,1,1,0,['quizlet'],5,writing,primary_school,1,5,7,1,['video'],[],Sundial,1,Intuition,1,1,1,1,1,1,1,1,1
4,2,74.0,320,conceptual,0.28,4,2,4,"['active_recall', 'practice_tests', 'summarization']",3,3.0,3,4,2,4,3,2,4,0.72,2,4,2,"['khanacademy', 'youtube', 'brilliant']",3,typing,bachelor,4,3,1,3,"['video', 'simulation']",['Sundial'],Water Clock,3,What-if Scenarios,3,4,2,3,4,3,3,3,4
1,1,32.0,590,careless,-0.14,1,0,14,['flashcards'],1,-35.0,1,1,1,1,1,5,1,0.03,1,1,0,['quizlet'],5,writing,primary_school,1,5,10,1,['video'],[],Sundial,1,Working,1,1,1,1,1,1,1,1,1
4,2,75.0,300,conceptual,0.3,4,2,4,"['active_recall', 'practice_tests', 'summarization']",3,4.0,3,4,2,4,3,2,4,0.75,2,4,2,"['khanacademy', 'youtube', 'wikipedia']",3,typing,bachelor,4,3,1,3,"['video', 'simulation']",['Sundial'],Water Clock,3,Concept Definition,3,4,2,3,4,3,3,3,4
5,3,95.0,180,conceptual,0.6,5,3,1,"['active_recall', 'practice_tests', 'summarization', 'mnemonics', 'group_study']",3,12.0,5,5,3,5,5,1,5,0.95,3,5,2,"['khanacademy', 'wikipedia', 'desmos']",1,typing,phd,5,1,0,3,"['simulation', 'gamified', 'video']","['Sundial', 'Water Clock', 'Hourglass', 'Candle Clock', 'Simple Pendulum']",Time Period of Pendulum,5,Working,5,5,5,5,5,5,5,5,5
1,1,34.0,580,careless,-0.11,1,0,14,['flashcards'],1,-32.0,1,1,1,1,1,5,1,0.09,1,1,0,['quizlet'],5,writing,primary_school,1,5,7,1,['video'],[],Sundial,1,What-if Scenarios,1,1,1,1,1,1,1,1,1
2,1,51.0,500,careless,-0.02,2,0,11,['flashcards'],1,-20.0,1,2,1,2,1,4,2,0.17,1,1,0,['quizlet'],5,writing,primary_school,1,5,6,1,['video'],[],Sundial,1,MCQs,1,1,1,1,1,1,1,1,1
3,2,64.0,355,calculation,0.21,3,1,5,"['spaced_repetition', 'practice_tests']",2,-6.5,2,3,2,3,2,3,3,0.54,2,3,2,"['youtube', 'wolframalpha']",4,writing,high_school,3,2,2,3,"['simulation', 'gamified']",['Sundial'],Water Clock,2,Explanation (with analogies),2,3,2,3,4,3,2,2,3
3,2,71.0,340,calculation,0.23,3,1,6,"['spaced_repetition', 'practice_tests', 'summarization']",2,-4.0,2,3,2,3,2,3,3,0.57,2,3,2,"['youtube', 'wolframalpha']",4,writing,high_school,3,2,2,3,"['simulation', 'gamified']",['Sundial'],Water Clock,2,Intuition,2,3,2,3,4,3,2,2,3
1,1,34.0,580,careless,-0.12,1,0,14,['flashcards'],1,-33.0,1,1,1,1,1,5,1,0.06,1,1,0,['quizlet'],5,writing,primary_school,1,5,7,1,['video'],[],Sundial,1,Real-Life Application,1,1,1,1,1,1,1,1,1
3,2,64.0,330,calculation,0.21,3,1,5,"['spaced_repetition', 'practice_tests']",2,-6.0,2,3,2,3,2,3,3,0.53,2,3,2,"['youtube', 'wolframalpha']",4,writing,high_school,3,2,2,3,"['simulation', 'gamified']",['Sundial'],Water Clock,2,Real-Life Application,2,3,2,3,4,3,2,2,3
2,1,41.0,560,careless,-0.11,1,0,14,['flashcards'],1,-34.0,1,1,1,1,1,5,1,0.06,1,1,0,['quizlet'],5,writing,primary_school,1,5,9,1,['video'],[],Sundial,1,Concept Definition,1,1,1,1,1,1,1,1,1
4,2,76.0,315,conceptual,0.31,4,2,4,"['active_recall', 'practice_tests', 'summarization']",3,4.5,3,4,2,4,3,2,4,0.74,2,4,2,"['khanacademy', 'youtube', 'wikipedia']",3,typing,bachelor,4,3,1,3,"['video', 'simulation']",['Sundial'],Water Clock,3,Concept Definition,3,4,2,3,4,3,3,3,4
3,2,68.0,330,calculation,0.22,3,1,6,"['spaced_repetition', 'practice_tests']",2,-3.0,2,3,2,3,2,3,3,0.57,2,3,2,"['youtube', 'wolframalpha']",4,writing,high_school,3,2,2,3,"['simulation', 'gamified']",['Sundial'],Water Clock,2,What-if Scenarios,3,4,2,3,4,3,2,2,3
3,2,70.0,340,calculation,0.24,3,1,5,"['spaced_repetition', 'practice_tests', 'summarization']",2,-5.0,2,3,2,3,2,3,3,0.56,2,3,2,"['youtube', 'wolframalpha']",4,writing,high_school,3,2,2,3,"['simulation', 'gamified']",['Sundial'],Water Clock,2,What-if Scenarios,3,4,2,3,4,3,2,2,3
3,2,67.0,345,calculation,0.23,3,1,5,"['spaced_repetition', 'practice_tests']",2,-6.5,2,3,2,3,2,3,3,0.54,2,3,2,"['youtube', 'wolframalpha']",4,writing,high_school,3,2,2,3,"['simulation', 'gamified']",['Sundial'],Water Clock,2,Concept Definition,2,3,2,3,4,3,2,2,3
5,3,99.0,165,conceptual,0.68,5,3,1,"['active_recall', 'practice_tests', 'summarization', 'mnemonics', 'group_study']",3,13.8,5,5,3,5,5,1,5,0.99,3,5,2,"['khanacademy', 'wikipedia', 'desmos']",1,typing,phd,5,1,0,3,"['simulation', 'gamified', 'video']","['Sundial', 'Water Clock', 'Hourglass', 'Candle Clock', 'Simple Pendulum']",Time Period of Pendulum,5,Explanation (with analogies),5,5,5,5,5,5,5,5,5
3,2,69.0,330,calculation,0.24,3,1,5,"['spaced_repetition', 'practice_tests', 'summarization']",2,-5.5,2,3,2,3,2,3,3,0.56,2,3,2,"['youtube', 'wolframalpha']",4,writing,high_school,3,2,2,3,"['simulation', 'gamified']",['Sundial'],Water Clock,2,Intuition,2,3,2,3,4,3,2,2,3
3,2,67.0,340,calculation,0.22,3,1,5,"['spaced_repetition', 'practice_tests']",2,-3.0,2,3,2,3,2,3,3,0.57,2,3,2,"['youtube', 'wolframalpha']",4,writing,high_school,3,2,2,3,"['simulation', 'gamified']",['Sundial'],Water Clock,2,Intuition,2,3,2,3,4,3,2,2,3
3,2,68.0,370,calculation,0.22,3,1,5,"['spaced_repetition', 'practice_tests']",2,-3.0,2,3,2,3,2,3,3,0.57,2,3,2,"['youtube', 'wolframalpha']",4,writing,high_school,3,2,2,3,"['simulation', 'gamified']",['Sundial'],Water Clock,2,"Details (facts, sub-concepts)",2,3,2,3,4,3,2,2,3
5,3,99.0,160,conceptual,0.68,5,3,1,"['active_recall', 'practice_tests', 'summarization', 'mnemonics', 'group_study']",3,13.8,5,5,3,5,5,1,5,0.99,3,5,2,"['khanacademy', 'wikipedia', 'desmos']",1,typing,phd,5,1,0,3,"['simulation', 'gamified', 'video']","['Sundial', 'Water Clock', 'Hourglass', 'Candle Clock', 'Simple Pendulum']",Time Period of Pendulum,5,Intuition,5,5,5,5,5,5,5,5,5
1,1,31.0,595,careless,-0.13,1,0,14,['flashcards'],1,-35.0,1,1,1,1,1,5,1,0.04,1,1,0,['quizlet'],5,writing,primary_school,1,5,10,1,['video'],[],Sundial,1,Explanation (with analogies),1,1,1,1,1,1,1,1,1
4,3,82.0,255,conceptual,0.39,4,2,3,"['active_recall', 'practice_tests', 'summarization']",3,6.5,4,4,3,4,4,2,4,0.82,2,4,2,"['khanacademy', 'youtube', 'brilliant']",2,typing,bachelor,4,2,0,3,"['video', 'simulation']","['Sundial', 'Water Clock']",Hourglass,4,Concept Definition,4,5,3,4,4,3,3,3,4
5,3,93.0,185,conceptual,0.53,5,3,1,"['active_recall', 'practice_tests', 'summarization', 'mnemonics', 'group_study']",3,11.3,5,5,3,5,5,1,5,0.95,3,5,2,"['khanacademy', 'wikipedia', 'desmos']",1,typing,phd,5,1,0,3,"['simulation', 'gamified', 'video']","['Sundial', 'Water Clock', 'Hourglass', 'Candle Clock']",Simple Pendulum,5,What-if Scenarios,5,5,5,5,5,5,5,5,5
4,2,79.0,290,conceptual,0.34,4,2,3,"['active_recall', 'practice_tests', 'summarization']",3,6.0,3,4,2,4,3,2,4,0.79,2,4,2,"['khanacademy', 'youtube', 'wikipedia']",3,typing,bachelor,4,3,1,3,"['video', 'simulation']",['Sundial'],Water Clock,3,Working,3,4,2,3,4,3,3,3,4
3,2,67.0,370,calculation,0.2,3,1,5,"['spaced_repetition', 'practice_tests']",2,-4.0,2,3,2,3,2,3,3,0.53,2,3,2,"['youtube', 'wolframalpha']",4,writing,high_school,3,2,2,3,"['simulation', 'gamified']",['Sundial'],Water Clock,2,Logical Flow,2,3,2,3,4,3,2,2,3
3,2,66.0,340,calculation,0.21,3,1,5,"['spaced_repetition', 'practice_tests', 'summarization']",2,-5.5,2,3,2,3,2,3,3,0.54,2,3,2,"['youtube', 'wolframalpha']",4,writing,high_school,3,2,2,3,"['simulation', 'gamified']",['Sundial'],Water Clock,2,"Details (facts, sub-concepts)",2,3,2,3,4,3,2,2,3
4,2,76.0,300,conceptual,0.31,4,2,4,"['active_recall', 'practice_tests', 'summarization']",3,4.5,3,4,2,4,3,2,4,0.74,2,4,2,"['khanacademy', 'youtube', 'wikipedia']",3,typing,bachelor,4,3,1,3,"['video', 'simulation']",['Sundial'],Water Clock,3,MCQs,3,4,2,3,4,3,3,3,4
2,1,44.0,545,careless,-0.08,1,0,14,['flashcards'],1,-33.0,1,1,1,1,1,5,1,0.06,1,1,0,['quizlet'],5,writing,primary_school,1,5,7,1,['video'],[],Sundial,1,Intuition,1,1,1,1,1,1,1,1,1
3,2,64.0,350,calculation,0.21,3,1,5,"['spaced_repetition', 'practice_tests', 'summarization']",2,-5.5,2,3,2,3,2,3,3,0.54,2,3,2,"['youtube', 'wolframalpha']",4,writing,high_school,3,2,2,3,"['simulation', 'gamified']",['Sundial'],Water Clock,2,Real-Life Application,2,3,2,3,4,3,2,2,3
4,3,82.0,270,conceptual,0.38,4,2,3,"['active_recall', 'practice_tests', 'summarization']",3,6.0,4,4,3,4,4,2,4,0.82,2,4,2,"['khanacademy', 'youtube', 'brilliant']",3,typing,bachelor,4,3,1,3,"['video', 'simulation']",['Sundial'],Water Clock,3,Logical Flow,3,4,2,3,4,3,3,3,4
2,1,51.0,500,careless,-0.02,2,0,11,['flashcards'],1,-20.0,1,2,1,2,1,5,1,0.17,1,1,0,['quizlet'],5,writing,primary_school,1,5,6,1,['video'],[],Sundial,1,MCQs,1,1,1,1,1,1,1,1,1
4,3,70.0,300,conceptual,0.35,4,2,4,"['active_recall', 'practice_tests', 'summarization']",3,5.0,4,4,2,4,3,2,4,0.7,2,4,2,"['khanacademy', 'youtube', 'brilliant']",3,typing,bachelor,4,3,1,3,"['video', 'simulation']",['Sundial'],Water Clock,3,Logical Flow,3,4,2,3,4,3,3,3,4
4,3,86.0,245,conceptual,0.42,4,2,3,"['active_recall', 'practice_tests', 'summarization']",3,9.0,4,4,3,4,4,2,4,0.87,3,4,2,"['khanacademy', 'wikipedia', 'brilliant']",2,typing,bachelor,4,2,0,3,"['simulation', 'gamified']","['Sundial', 'Water Clock']",Hourglass,4,Explanation (with analogies),4,5,3,4,4,3,3,3,4
4,2,80.0,270,conceptual,0.35,4,2,3,"['active_recall', 'practice_tests', 'summarization']",3,7.0,4,4,2,4,3,2,4,0.8,2,4,2,"['khanacademy', 'youtube', 'brilliant']",2,typing,bachelor,4,2,0,3,"['video', 'simulation']","['Sundial', 'Water Clock']",Hourglass,4,Concept Definition,4,5,3,4,4,3,3,3,4
1,1,39.0,580,careless,-0.13,1,0,14,['flashcards'],1,-35.0,1,1,1,1,1,5,1,0.04,1,1,0,['quizlet'],5,writing,primary_school,1,5,10,1,['video'],[],Sundial,1,"Details (facts, sub-concepts)",1,1,1,1,1,1,1,1,1
1,1,39.0,560,careless,-0.14,1,0,14,['flashcards'],1,-34.0,1,1,1,1,1,5,1,0.04,1,1,0,['quizlet'],5,writing,primary_school,1,5,10,1,['video'],[],Sundial,1,Logical Flow,1,1,1,1,1,1,1,1,1
5,3,99.0,165,conceptual,0.68,5,3,1,"['active_recall', 'practice_tests', 'summarization', 'mnemonics', 'group_study']",3,13.8,5,5,3,5,5,1,5,0.99,3,5,2,"['khanacademy', 'wikipedia', 'desmos']",1,typing,phd,5,1,0,3,"['simulation', 'gamified', 'video']","['Sundial', 'Water Clock', 'Hourglass', 'Candle Clock', 'Simple Pendulum']",Time Period of Pendulum,5,Real-Life Application,5,5,5,5,5,5,5,5,5
3,2,67.0,350,calculation,0.21,3,1,5,"['spaced_repetition', 'practice_tests']",2,-5.5,2,3,2,3,2,3,3,0.54,2,3,2,"['youtube', 'wolframalpha']",4,writing,high_school,3,2,2,3,"['simulation', 'gamified']",['Sundial'],Water Clock,2,Concept Definition,2,3,2,3,4,3,2,2,3
5,3,99.0,170,conceptual,0.68,5,3,1,"['active_recall', 'practice_tests', 'summarization', 'mnemonics', 'group_study']",3,13.8,5,5,3,5,5,1,5,0.99,3,5,2,"['khanacademy', 'wikipedia', 'desmos']",1,typing,phd,5,1,0,3,"['simulation', 'gamified', 'video']","['Sundial', 'Water Clock', 'Hourglass', 'Candle Clock', 'Simple Pendulum']",Time Period of Pendulum,5,What-if Scenarios,5,5,5,5,5,5,5,5,5
3,2,71.0,350,calculation,0.25,3,1,5,"['spaced_repetition', 'practice_tests', 'summarization']",2,-1.0,3,3,2,3,2,3,3,0.62,2,3,2,"['youtube', 'wolframalpha']",4,writing,high_school,3,2,2,3,"['simulation', 'gamified']",['Sundial'],Water Clock,2,Working,3,4,2,3,3,3,2,2,3
4,2,76.0,325,conceptual,0.32,4,2,4,"['active_recall', 'practice_tests', 'summarization']",3,5.0,3,4,2,4,3,2,4,0.76,2,4,2,"['khanacademy', 'youtube', 'brilliant']",3,typing,bachelor,4,3,1,3,"['video', 'simulation']",['Sundial'],Water Clock,3,Concept Definition,3,4,2,3,4,3,3,3,4
4,3,86.0,230,conceptual,0.41,4,2,3,"['active_recall', 'practice_tests', 'summarization', 'mnemonics']",3,8.0,4,4,3,4,4,2,4,0.85,3,4,2,"['khanacademy', 'wikipedia', 'brilliant']",2,typing,bachelor,4,2,0,3,"['simulation', 'gamified']","['Sundial', 'Water Clock']",Hourglass,4,MCQs,4,5,3,4,4,3,3,3,4
4,3,82.0,270,conceptual,0.37,4,2,3,"['active_recall', 'practice_tests', 'summarization']",3,6.5,4,4,3,4,4,2,4,0.82,2,4,2,"['khanacademy', 'youtube', 'brilliant']",2,typing,bachelor,4,2,0,3,"['video', 'simulation']","['Sundial', 'Water Clock']",Hourglass,4,MCQs,4,5,3,4,4,3,3,3,4
4,2,76.0,320,conceptual,0.31,4,2,4,"['active_recall', 'practice_tests', 'summarization']",3,4.0,3,4,2,4,3,2,4,0.74,2,4,2,"['khanacademy', 'youtube', 'wikipedia']",3,typing,bachelor,4,3,1,3,"['video', 'simulation']",['Sundial'],Water Clock,3,Working,3,4,2,3,4,3,3,3,4
2,1,43.0,565,careless,-0.09,1,0,14,['flashcards'],1,-33.0,1,1,1,1,1,5,1,0.06,1,1,0,['quizlet'],5,writing,primary_school,1,5,9,1,['video'],[],Sundial,1,Working,1,1,1,1,1,1,1,1,1
3,2,65.0,340,calculation,0.2,3,1,5,"['spaced_repetition', 'practice_tests']",2,-4.0,2,3,2,3,2,3,3,0.55,2,3,2,"['youtube', 'wolframalpha']",4,writing,high_school,3,2,2,3,"['simulation', 'gamified']",['Sundial'],Water Clock,2,What-if Scenarios,3,4,2,3,4,3,2,2,3
3,2,66.0,360,calculation,0.22,3,1,5,"['spaced_repetition', 'practice_tests']",2,-3.0,2,3,2,3,2,3,3,0.57,2,3,2,"['youtube', 'wolframalpha']",4,writing,high_school,3,2,2,3,"['simulation', 'gamified']",['Sundial'],Water Clock,2,"Details (facts, sub-concepts)",2,3,2,3,4,3,2,2,3
2,1,44.0,550,careless,-0.08,1,0,14,['flashcards'],1,-33.0,1,1,1,1,1,5,1,0.07,1,1,0,['quizlet'],5,writing,primary_school,1,5,7,1,['video'],[],Sundial,1,Explanation (with analogies),1,1,1,1,1,1,1,1,1
4,2,73.0,300,conceptual,0.3,4,2,4,"['active_recall', 'practice_tests', 'summarization']",3,4.0,3,4,2,4,3,2,4,0.75,2,4,2,"['khanacademy', 'youtube', 'wikipedia']",3,typing,bachelor,4,3,1,3,"['video', 'simulation']",['Sundial'],Water Clock,3,Working,3,4,2,3,4,3,3,3,4
1,1,32.0,585,careless,-0.13,1,0,14,['flashcards'],1,-35.0,1,1,1,1,1,5,1,0.04,1,1,0,['quizlet'],5,writing,primary_school,1,5,10,1,['video'],[],Sundial,1,Real-Life Application,1,1,1,1,1,1,1,1,1
4,3,86.0,245,conceptual,0.42,4,2,3,"['active_recall', 'practice_tests', 'summarization', 'mnemonics']",3,9.0,4,4,3,4,4,2,4,0.87,3,4,2,"['khanacademy', 'wikipedia', 'brilliant']",2,typing,bachelor,4,2,0,3,"['simulation', 'gamified']","['Sundial', 'Water Clock']",Hourglass,4,"Details (facts, sub-concepts)",4,5,3,4,4,3,3,3,4
3,2,66.0,360,calculation,0.21,3,1,5,"['spaced_repetition', 'practice_tests']",2,-5.5,2,3,2,3,2,3,3,0.54,2,3,2,"['youtube', 'wolframalpha']",4,writing,high_school,3,2,2,3,"['simulation', 'gamified']",['Sundial'],Water Clock,2,Real-Life Application,2,3,2,3,4,3,2,2,3
3,2,68.0,340,calculation,0.22,3,1,5,"['spaced_repetition', 'practice_tests', 'summarization']",2,-3.0,2,3,2,3,2,3,3,0.57,2,3,2,"['youtube', 'wolframalpha']",4,writing,high_school,3,2,2,3,"['simulation', 'gamified']",['Sundial'],Water Clock,2,Real-Life Application,2,3,2,3,4,3,2,2,3
2,1,52.0,515,careless,-0.02,2,0,11,['flashcards'],1,-24.0,1,2,1,2,1,4,2,0.19,1,1,0,['quizlet'],5,writing,primary_school,1,5,7,1,['video'],[],Sundial,1,Explanation (with analogies),1,1,1,1,1,1,1,1,1
2,1,40.0,540,careless,-0.11,1,0,14,['flashcards'],1,-34.0,1,1,1,1,1,5,1,0.06,1,1,0,['quizlet'],5,writing,primary_school,1,5,9,1,['video'],[],Sundial,1,"Details (facts, sub-concepts)",1,1,1,1,1,1,1,1,1
2,1,43.0,535,careless,-0.1,1,0,14,['flashcards'],1,-34.0,1,1,1,1,1,5,1,0.04,1,1,0,['quizlet'],5,writing,primary_school,1,5,10,1,['video'],[],Sundial,1,Working,1,1,1,1,1,1,1,1,1
1,1,33.0,585,careless,-0.12,1,0,14,['flashcards'],1,-35.0,1,1,1,1,1,5,1,0.04,1,1,0,['quizlet'],5,writing,primary_school,1,5,10,1,['video'],[],Sundial,1,MCQs,1,1,1,1,1,1,1,1,1
5,3,97.0,175,conceptual,0.55,5,3,1,"['active_recall', 'practice_tests', 'summarization', 'mnemonics', 'group_study']",3,12.5,5,5,3,5,5,1,5,0.97,3,5,2,"['khanacademy', 'wikipedia', 'desmos']",1,typing,phd,5,1,0,3,"['simulation', 'gamified', 'video']","['Sundial', 'Water Clock', 'Hourglass', 'Candle Clock']",Simple Pendulum,5,Explanation (with analogies),5,5,5,5,5,5,5,5,5
5,3,99.0,160,conceptual,0.68,5,3,1,"['active_recall', 'practice_tests', 'summarization', 'mnemonics', 'group_study']",3,13.8,5,5,3,5,5,1,5,0.99,3,5,2,"['khanacademy', 'wikipedia', 'desmos']",1,typing,phd,5,1,0,3,"['simulation', 'gamified', 'video']","['Sundial', 'Water Clock', 'Hourglass', 'Candle Clock', 'Simple Pendulum']",Time Period of Pendulum,5,Logical Flow,5,5,5,5,5,5,5,5,5
4,2,77.0,300,conceptual,0.32,4,2,4,"['active_recall', 'practice_tests', 'summarization']",3,5.0,3,4,2,4,3,2,4,0.77,2,4,2,"['khanacademy', 'youtube', 'brilliant']",3,typing,bachelor,4,3,1,3,"['video', 'simulation']",['Sundial'],Water Clock,3,Explanation (with analogies),3,4,2,3,4,3,3,3,4
4,2,77.0,290,conceptual,0.32,4,2,3,"['active_recall', 'practice_tests', 'summarization']",3,5.0,3,4,2,4,3,2,4,0.77,2,4,2,"['khanacademy', 'youtube', 'brilliant']",3,typing,bachelor,4,3,1,3,"['video', 'simulation']",['Sundial'],Water Clock,3,What-if Scenarios,3,4,2,3,4,3,3,3,4
3,2,72.0,350,calculation,0.25,3,1,6,"['spaced_repetition', 'practice_tests']",2,-1.0,3,3,2,3,2,3,3,0.62,2,3,2,"['youtube', 'wolframalpha']",4,writing,high_school,3,2,2,3,"['simulation', 'gamified']",['Sundial'],Water Clock,2,"Details (facts, sub-concepts)",2,3,2,3,4,3,2,2,3
2,1,53.0,500,careless,-0.02,2,0,12,['flashcards'],1,-23.0,1,2,1,2,1,5,1,0.19,1,1,0,['quizlet'],5,writing,primary_school,1,5,7,1,['video'],[],Sundial,1,MCQs,1,1,1,1,1,1,1,1,1
2,1,45.0,550,careless,-0.1,1,0,14,['flashcards'],1,-33.0,1,1,1,1,1,5,1,0.04,1,1,0,['quizlet'],5,writing,primary_school,1,5,10,1,['video'],[],Sundial,1,Explanation (with analogies),1,1,1,1,1,1,1,1,1
4,2,77.0,290,conceptual,0.33,4,2,4,"['active_recall', 'practice_tests', 'summarization']",3,5.5,3,4,2,4,3,2,4,0.77,2,4,2,"['khanacademy', 'youtube', 'brilliant']",3,typing,bachelor,4,3,1,3,"['video', 'simulation']","['Sundial', 'Water Clock']",Hourglass,4,Concept Definition,3,4,3,4,4,3,3,3,4
1,1,31.0,585,careless,-0.13,1,0,14,['flashcards'],1,-35.0,1,1,1,1,1,5,1,0.04,1,1,0,['quizlet'],5,writing,primary_school,1,5,10,1,['video'],[],Sundial,1,"Details (facts, sub-concepts)",1,1,1,1,1,1,1,1,1
3,2,66.0,350,calculation,0.21,3,1,5,"['spaced_repetition', 'practice_tests', 'summarization']",2,-5.5,2,3,2,3,2,3,3,0.54,2,3,2,"['youtube', 'wolframalpha']",4,writing,high_school,3,2,2,3,"['simulation', 'gamified']",['Sundial'],Water Clock,2,What-if Scenarios,3,4,2,3,4,3,2,2,3
4,3,85.0,240,conceptual,0.4,4,2,3,"['active_recall', 'practice_tests', 'summarization', 'mnemonics']",3,8.0,4,4,3,4,4,2,4,0.85,3,4,2,"['khanacademy', 'wikipedia', 'brilliant']",2,typing,bachelor,4,2,0,3,"['simulation', 'gamified']","['Sundial', 'Water Clock']",Hourglass,4,"Details (facts, sub-concepts)",4,5,3,4,4,3,3,3,4
4,2,79.0,275,conceptual,0.34,4,2,3,"['active_recall', 'practice_tests', 'summarization']",3,6.0,3,4,2,4,3,2,4,0.79,2,4,2,"['khanacademy', 'youtube', 'wikipedia']",3,typing,bachelor,4,3,1,3,"['video', 'simulation']",['Sundial'],Water Clock,3,Logical Flow,3,4,2,3,4,3,3,3,4
2,1,56.0,510,careless,-0.03,2,0,12,['flashcards'],1,-20.0,1,2,1,2,1,4,2,0.17,1,1,0,['quizlet'],5,writing,primary_school,1,5,6,1,['video'],[],Sundial,1,MCQs,1,1,1,1,1,1,1,1,1
3,2,66.0,345,calculation,0.23,3,1,5,"['spaced_repetition', 'practice_tests']",2,-6.5,2,3,2,3,2,3,3,0.54,2,3,2,"['youtube', 'wolframalpha']",4,writing,high_school,3,2,2,3,"['simulation', 'gamified']",['Sundial'],Water Clock,2,Working,2,3,2,3,4,3,2,2,3
